Unnamed: 0,age,balance,campaign,pdays,last_contact,poutcome_success
11743,48,0,1,-1,151,0
11745,43,0,1,-1,151,0
11749,43,0,1,-1,151,0
11752,42,61,1,-1,151,0
11754,56,310,4,-1,151,0
11756,38,933,2,-1,151,0
11757,35,347,1,-1,151,0
11761,50,-1137,1,-1,151,0
11764,43,584,1,-1,151,0
11768,44,0,1,-1,151,0
11781,57,9103,2,-1,151,0
11783,43,126,2,-1,151,0
11784,46,0,2,-1,151,0
11793,55,1735,2,-1,151,0
11796,41,-206,1,-1,151,0
11797,36,0,3,-1,151,0
11803,40,408,4,-1,151,0
11806,36,977,2,-1,151,0
11807,45,0,2,-1,151,0
11815,60,0,2,-1,151,0
11829,52,1500,3,-1,151,0
11840,43,506,1,-1,151,0
11846,57,-92,1,-1,151,0
11849,47,1121,6,-1,151,0
11861,44,251,6,-1,151,0
11865,38,2885,10,-1,151,0
11868,39,4168,3,-1,151,0
11887,45,904,9,-1,151,0
11888,42,161,3,-1,151,0
11891,37,0,14,-1,151,0
11892,36,1313,10,-1,151,0
11905,45,5163,2,-1,151,0
11909,46,12186,3,-1,151,0
11910,52,2206,18,-1,151,0
11912,39,0,11,-1,151,0
11919,49,3394,22,-1,151,0
11924,48,0,3,-1,151,0
11931,42,4800,11,-1,151,0
11935,51,-265,4,-1,151,0
11939,50,1088,21,-1,151,0
11941,55,11,2,-1,151,0
11943,57,1168,5,-1,151,0
11966,56,0,8,-1,151,0
11967,42,1430,3,-1,151,0
11969,43,819,4,-1,151,0
11975,38,6209,10,-1,151,0
11979,41,188,14,-1,151,0
11980,43,985,19,-1,151,0
11988,46,3390,3,-1,151,0
11992,46,5464,4,-1,151,0
11993,52,3421,8,-1,151,0
12006,31,1016,5,-1,151,0
12008,39,9716,2,-1,151,0
12010,35,2672,10,-1,151,0
12015,39,378,5,-1,151,0
12019,59,2814,3,-1,151,0
12024,39,1062,4,-1,151,0
12028,55,166,4,-1,151,0
12030,43,-879,4,-1,151,0
12032,43,0,12,-1,151,0
12041,36,129,7,-1,151,0
12044,32,1804,3,-1,151,0
12051,49,4134,2,-1,151,0
12053,45,1577,4,-1,151,0
12055,43,445,4,-1,151,0
12058,41,1147,10,-1,151,0
12074,58,324,4,-1,151,0
12076,42,832,14,-1,151,0
12077,58,1697,2,-1,151,0
12079,49,-106,13,-1,151,0
12080,38,5,8,-1,151,0
12089,53,3765,3,-1,151,0
12090,41,0,2,-1,151,0
12093,50,536,3,-1,151,0
12095,28,311,13,-1,151,0
12119,54,1033,3,-1,151,0
12125,38,1679,18,-1,151,0
12128,58,703,3,-1,151,0
12130,50,278,3,-1,151,0
12138,50,901,6,-1,151,0
12146,52,945,8,-1,151,0
12147,56,361,7,-1,151,0
12153,39,0,4,-1,151,0
12158,42,21,7,-1,151,0
12160,56,733,3,-1,151,0
12162,35,883,5,-1,151,0
12178,37,1609,19,-1,151,0
12194,58,247,6,-1,151,0
12202,56,575,2,-1,151,0
12204,35,344,18,-1,151,0
12208,36,904,8,-1,151,0
12216,45,3492,4,-1,151,0
12218,56,778,4,-1,151,0
12219,60,1472,4,-1,151,0
12221,56,5769,3,-1,151,0
12228,35,306,8,-1,151,0
12232,38,0,5,-1,151,0
12235,57,274,3,-1,151,0
12242,36,1237,2,-1,151,0
12243,41,0,2,-1,151,0
12250,26,-122,3,-1,148,0
12251,26,490,5,-1,148,0
12254,29,-580,2,-1,148,0
12257,55,77,2,-1,148,0
12264,34,1,5,-1,147,0
12274,50,1318,3,-1,147,0
12279,53,3815,3,-1,147,0
12280,35,8652,6,-1,147,0
12284,57,711,1,-1,146,0
12286,59,-91,1,-1,146,0
12287,50,-253,1,-1,146,0
12291,34,1,1,-1,146,0
12293,57,37,2,-1,146,0
12294,51,-1136,1,-1,146,0
12295,34,1,1,-1,146,0
12303,56,594,1,-1,146,0
12322,60,1349,2,-1,145,0
12326,48,341,3,-1,145,0
12327,28,702,2,-1,145,0
12333,42,160,1,-1,145,0
12353,47,0,8,-1,145,0
12354,35,4294,4,-1,145,0
12356,34,5299,5,-1,145,0
12361,44,-618,2,-1,144,0
12366,29,-722,4,-1,144,0
12369,32,7,1,-1,144,0
12371,26,1128,3,-1,144,0
12379,57,-238,1,-1,144,0
12381,39,0,1,-1,144,0
12385,54,255,2,-1,144,0
12386,49,-1680,4,-1,144,0
12390,42,23,1,-1,144,0
12391,60,95,1,-1,144,0
12397,60,109,5,-1,144,0
12405,34,89,5,-1,144,0
12422,50,3988,4,-1,141,0
12424,35,1526,4,-1,141,0
12425,47,323,1,-1,141,0
12430,49,230,1,-1,141,0
12433,44,0,3,-1,141,0
12435,55,0,2,-1,141,0
12440,39,-54,4,-1,141,0
12441,49,2062,4,-1,141,0
12444,41,138,3,-1,140,0
12445,30,365,4,-1,140,0
12448,31,652,3,-1,140,0
12453,39,-106,4,-1,140,0
12463,45,-302,1,-1,140,0
12465,31,-90,1,-1,140,0
12467,59,358,2,-1,140,0
12471,32,0,1,-1,140,0
12477,28,415,1,-1,140,0
12480,31,43,1,-1,140,0
12481,29,392,1,-1,140,0
12485,26,-70,2,-1,140,0
12488,53,173,1,-1,140,0
12492,47,47,2,-1,140,0
12493,55,-180,2,-1,140,0
12499,51,-28,2,-1,139,0
12502,31,824,3,-1,139,0
12503,35,28,3,-1,139,0
12504,48,0,2,-1,139,0
12507,45,-584,2,-1,139,0
12508,50,-15,1,-1,139,0
12512,38,70,1,-1,139,0
12521,27,585,3,-1,138,0
12525,26,549,1,-1,138,0
12539,48,474,1,-1,138,0
12543,53,0,10,-1,138,0
12557,33,1038,1,-1,138,0
12562,61,313,1,-1,138,0
12571,47,-149,1,-1,138,0
12580,56,938,2,-1,138,0
12582,42,506,2,-1,138,0
12599,31,223,1,-1,137,0
12602,34,173,1,-1,137,0
12609,36,644,1,-1,137,0
12611,31,-322,1,-1,137,0
12629,32,-28,1,-1,137,0
12631,29,-102,1,-1,137,0
12635,37,1210,1,-1,137,0
12636,26,-333,1,-1,137,0
12639,29,2802,2,-1,137,0
12643,28,934,2,-1,137,0
12644,45,184,2,-1,137,0
12649,37,60,3,-1,137,0
12651,31,134,6,-1,137,0
12654,53,207,1,-1,137,0
12655,26,177,1,-1,137,0
12662,28,-127,3,-1,137,0
12669,44,1146,2,-1,137,0
12676,34,295,1,-1,137,0
12687,51,1421,5,-1,134,0
12692,60,2648,2,-1,134,0
12694,31,-182,2,-1,134,0
12700,56,58,6,-1,134,0
12712,59,-1336,2,-1,134,0
12721,41,923,3,-1,134,0
12722,45,-44,2,-1,134,0
12725,53,243,2,-1,134,0
12732,59,1914,3,-1,134,0
12733,38,2220,2,-1,134,0
12740,42,3407,2,-1,134,0
12742,42,11,3,-1,134,0
12745,43,27,4,-1,134,0
12755,45,879,2,-1,134,0
12758,37,1633,2,-1,134,0
12759,47,12245,3,-1,134,0
12761,30,-134,1,-1,134,0
12762,35,0,4,-1,134,0
12763,59,1247,8,-1,134,0
12773,57,1143,3,-1,134,0
12787,33,777,1,-1,134,0
12788,53,0,1,-1,134,0
12790,43,460,1,-1,134,0
12798,30,0,1,-1,134,0
12799,51,505,4,-1,134,0
12800,29,0,1,-1,134,0
12801,35,2110,1,-1,134,0
12806,44,398,3,-1,134,0
12812,55,3068,3,-1,134,0
12814,25,437,1,-1,134,0
12816,34,232,1,-1,134,0
12817,37,-117,1,-1,134,0
12820,49,-167,1,-1,134,0
12826,27,221,1,-1,134,0
12835,35,0,11,-1,134,0
12838,34,205,1,-1,134,0
12840,41,0,3,-1,134,0
12845,40,0,1,-1,134,0
12846,52,-1014,1,-1,134,0
12848,30,-42,2,-1,134,0
12852,48,14,1,-1,134,0
12854,31,-6,2,-1,134,0
12859,34,69,1,-1,134,0
12865,43,-132,2,-1,134,0
12867,46,700,1,-1,134,0
12870,59,623,4,-1,134,0
12872,26,278,1,-1,134,0
12884,51,867,3,-1,134,0
12887,51,1392,3,-1,134,0
12895,30,85,1,-1,134,0
12897,45,226,2,-1,134,0
12904,43,1530,3,-1,134,0
12908,42,473,5,-1,134,0
12912,39,1,1,-1,134,0
12914,31,49,1,-1,134,0
12919,54,0,1,-1,134,0
12925,59,3372,1,-1,134,0
12926,56,58932,2,-1,134,0
12932,38,433,3,-1,134,0
12934,37,147,30,-1,134,0
12937,52,497,2,-1,134,0
12948,50,1717,8,-1,134,0
12949,50,387,8,-1,134,0
12950,49,96,2,-1,134,0
12951,44,5038,7,-1,134,0
12952,28,1581,2,-1,134,0
12971,27,1659,3,-1,134,0
12979,40,-626,4,-1,134,0
12980,26,6,3,-1,134,0
12981,38,0,5,-1,134,0
12993,47,24,2,-1,134,0
12994,43,42,1,-1,134,0
12995,57,-40,1,-1,134,0
12998,31,726,2,-1,134,0
13002,45,4688,10,-1,134,0
13005,31,-2,2,-1,134,0
13006,32,473,5,-1,134,0
13025,42,4314,1,-1,134,0
13026,30,312,1,-1,133,0
13028,28,54,1,-1,133,0
13029,34,412,1,-1,133,0
13032,29,210,1,-1,133,0
13039,44,193,2,-1,133,0
13040,26,5,3,-1,133,0
13046,36,-257,26,-1,133,0
13048,60,-85,2,-1,133,0
13050,27,136,1,-1,133,0
13054,28,476,1,-1,133,0
13056,26,-378,1,-1,133,0
13058,39,1661,1,-1,133,0
13062,42,-272,1,-1,133,0
13065,35,0,1,-1,133,0
13068,30,0,1,-1,133,0
13069,25,1098,1,-1,133,0
13075,26,291,1,-1,133,0
13076,32,2,1,-1,133,0
13079,56,87,2,-1,133,0
13081,25,-220,1,-1,133,0
13086,46,3,1,-1,133,0
13092,55,51,1,-1,133,0
13094,29,7,1,-1,133,0
13097,55,22,1,-1,133,0
13100,28,144,1,-1,133,0
13110,58,-230,2,-1,133,0
13121,53,-834,1,-1,133,0
13124,25,1923,1,-1,133,0
13130,51,564,2,-1,133,0
13138,27,0,1,-1,133,0
13140,38,338,1,-1,133,0
13151,42,478,1,-1,133,0
13157,55,67,2,-1,133,0
13160,26,68,3,-1,133,0
13164,28,517,1,-1,133,0
13167,59,3540,1,-1,133,0
13168,57,2137,7,-1,133,0
13175,53,0,1,-1,133,0
13176,26,8303,2,-1,133,0
13187,34,280,2,-1,133,0
13188,33,0,2,-1,133,0
13189,30,2261,2,-1,133,0
13206,45,3493,1,-1,133,0
13225,30,4,3,-1,133,0
13239,28,-126,4,-1,133,0
13243,29,9,2,-1,133,0
13244,55,1221,1,-1,133,0
13247,27,108,2,-1,133,0
13253,44,0,2,-1,133,0
13255,28,81,1,-1,133,0
13256,43,328,1,-1,133,0
13257,31,4,1,-1,133,0
13258,42,2476,1,-1,133,0
13259,28,1252,4,-1,133,0
13261,52,0,2,-1,133,0
13277,37,89,4,-1,133,0
13282,28,31,2,-1,133,0
13294,60,0,1,-1,133,0
13297,27,-59,3,-1,133,0
13299,41,17,3,-1,133,0
13300,26,0,2,-1,133,0
13312,54,8,2,-1,133,0
13315,59,1726,3,-1,133,0
13318,47,-406,5,-1,133,0
13319,27,202,2,-1,133,0
13324,37,128,3,-1,133,0
13329,30,245,2,-1,133,0
13347,59,302,2,-1,133,0
13349,28,-469,3,-1,133,0
13358,52,4873,9,-1,133,0
13359,34,145,5,-1,133,0
13362,30,374,2,-1,133,0
13363,47,125,2,-1,133,0
13380,44,773,1,-1,132,0
13388,44,233,3,-1,132,0
13390,43,0,1,-1,132,0
13396,35,1994,1,-1,132,0
13398,28,25,1,-1,132,0
13402,35,332,2,-1,132,0
13403,53,0,1,-1,132,0
13409,46,118,1,-1,132,0
13416,46,990,1,-1,132,0
13418,57,2,3,-1,132,0
13426,44,266,1,-1,132,0
13427,49,167,1,-1,132,0
13428,26,25,1,-1,132,0
13434,30,0,1,-1,132,0
13439,40,665,1,-1,132,0
13445,53,-165,1,-1,132,0
13446,53,-626,1,-1,132,0
13456,31,272,1,-1,132,0
13460,56,24,1,-1,132,0
13461,40,0,1,-1,132,0
13485,43,-410,1,-1,132,0
13486,34,0,1,-1,132,0
13493,41,-426,1,-1,132,0
13498,40,-253,1,-1,132,0
13502,57,140,1,-1,132,0
13503,44,381,1,-1,132,0
13516,54,621,1,-1,132,0
13518,55,101,1,-1,132,0
13520,41,557,1,-1,132,0
13521,45,1028,1,-1,132,0
13522,57,323,1,-1,132,0
13523,35,6997,1,-1,132,0
13531,34,475,1,-1,132,0
13532,44,142,1,-1,132,0
13533,31,933,1,-1,132,0
13543,33,-384,1,-1,132,0
13545,38,327,5,-1,132,0
13546,39,750,1,-1,132,0
13549,42,704,1,-1,132,0
13552,57,389,2,-1,132,0
13554,42,-422,1,-1,132,0
13557,40,105,1,-1,132,0
13562,40,22,2,-1,132,0
13577,44,0,1,-1,132,0
13579,33,383,1,-1,132,0
13582,45,-288,2,-1,132,0
13592,29,1958,1,-1,132,0
13599,56,343,1,-1,132,0
13603,38,-257,1,-1,132,0
13604,51,3180,1,-1,132,0
13607,34,81,1,-1,132,0
13613,34,550,1,-1,132,0
13618,51,1432,1,-1,132,0
13621,51,104,1,-1,132,0
13624,49,66,3,-1,132,0
13625,27,282,5,-1,132,0
13626,45,0,1,-1,132,0
13627,27,0,2,-1,132,0
13631,50,-75,7,-1,132,0
13632,59,370,1,-1,132,0
13636,46,6253,1,-1,132,0
13638,26,-119,5,-1,132,0
13640,58,3884,8,-1,132,0
13646,26,818,2,-1,132,0
13653,35,153,2,-1,132,0
13654,58,0,1,-1,132,0
13673,36,0,1,-1,132,0
13674,44,0,1,-1,132,0
13685,29,1,1,-1,132,0
13689,39,1742,6,-1,132,0
13709,52,3422,1,-1,131,0
13718,48,-367,1,-1,131,0
13719,37,2055,4,-1,131,0
13721,35,1330,1,-1,131,0
13726,27,-266,6,-1,131,0
13731,26,-29,4,-1,131,0
13733,44,-237,1,-1,131,0
13739,31,2,1,-1,131,0
13742,53,768,1,-1,131,0
13745,50,-677,1,-1,131,0
13753,60,721,1,-1,131,0
13760,29,13,1,-1,131,0
13770,57,-5,1,-1,131,0
13773,59,32,1,-1,131,0
13776,57,334,1,-1,131,0
13777,41,472,1,-1,131,0
13783,50,1612,1,-1,131,0
13784,41,-215,1,-1,131,0
13786,35,25,1,-1,131,0
13794,36,1127,1,-1,131,0
13797,30,0,1,-1,131,0
13799,45,3133,1,-1,131,0
13811,39,521,1,-1,131,0
13829,35,292,1,-1,131,0
13831,41,5517,1,-1,131,0
13842,32,0,1,-1,131,0
13844,35,454,1,-1,131,0
13846,32,-23,1,-1,131,0
13853,37,-261,1,-1,131,0
13854,51,520,1,-1,131,0
13864,41,-29,1,-1,131,0
13865,37,15437,1,-1,131,0
13868,36,1013,1,-1,131,0
13872,34,870,1,-1,131,0
13876,25,19,1,-1,131,0
13879,34,580,1,-1,131,0
13881,33,1786,1,-1,131,0
13885,49,78,1,-1,131,0
13887,56,275,1,-1,131,0
13894,60,340,2,-1,131,0
13895,25,118,1,-1,131,0
13911,34,2378,1,-1,131,0
13913,25,1243,7,-1,131,0
13917,53,684,1,-1,131,0
13918,26,81,1,-1,131,0
13924,41,54,1,-1,131,0
13946,58,201,5,-1,131,0
13951,41,958,1,-1,131,0
13952,50,888,3,-1,131,0
13963,37,859,4,-1,131,0
13970,51,126,1,-1,131,0
13977,37,54,1,-1,131,0
13981,41,305,4,-1,131,0
13987,37,135,1,-1,131,0
13989,44,6,9,-1,131,0
13990,29,3527,5,-1,131,0
13994,58,556,4,-1,131,0
13995,54,89,3,-1,131,0
13996,39,397,6,-1,131,0
13997,44,284,5,-1,131,0
13999,33,109,3,-1,131,0
14004,36,3415,10,-1,131,0
14006,41,1331,7,-1,131,0
14007,53,2242,14,-1,131,0
14014,40,352,1,-1,131,0
14015,41,372,1,-1,130,0
14024,59,0,1,-1,130,0
14026,36,3832,1,-1,130,0
14029,28,455,1,-1,130,0
14030,38,50,2,-1,130,0
14035,26,-759,1,-1,130,0
14038,34,-73,1,-1,130,0
14041,33,0,1,-1,130,0
14051,51,550,1,-1,130,0
14057,33,32,1,-1,130,0
14063,31,0,2,-1,130,0
14064,55,5,2,-1,130,0
14071,34,9,2,-1,130,0
14081,45,0,2,-1,130,0
14082,55,561,2,-1,130,0
14087,32,0,2,-1,130,0
14097,32,0,2,-1,130,0
14100,58,100,2,-1,130,0
14109,39,401,2,-1,130,0
14111,33,1249,2,-1,130,0
14112,43,392,2,-1,130,0
14128,56,-762,2,-1,130,0
14133,56,0,2,-1,130,0
14135,29,0,2,-1,130,0
14140,58,0,2,-1,130,0
14143,30,35,2,-1,130,0
14156,39,0,2,-1,130,0
14165,52,698,2,-1,130,0
14176,59,3812,2,-1,130,0
14187,44,430,2,-1,130,0
14195,37,3841,2,-1,130,0
14196,37,1059,2,-1,130,0
14202,27,3638,5,-1,130,0
14208,39,83,2,-1,130,0
14221,35,-203,2,-1,130,0
14222,53,257,2,-1,130,0
14225,47,3038,2,-1,127,0
14227,39,-810,2,-1,127,0
14229,33,162,2,-1,127,0
14241,31,338,2,-1,127,0
14242,25,-41,2,-1,127,0
14245,25,-375,2,-1,127,0
14246,45,132,2,-1,127,0
14248,29,138,3,-1,127,0
14251,48,58,2,-1,127,0
14257,60,2674,2,-1,127,0
14261,49,176,2,-1,127,0
14268,48,279,3,-1,127,0
14273,40,900,2,-1,127,0
14274,37,689,2,-1,127,0
14275,34,800,3,-1,127,0
14278,29,64,2,-1,127,0
14282,31,-160,6,-1,127,0
14283,44,0,3,-1,127,0
14289,40,1749,12,-1,127,0
14296,25,-559,3,-1,127,0
14298,29,581,2,-1,127,0
14300,31,6,2,-1,127,0
14303,46,2262,14,-1,127,0
14304,44,476,6,-1,127,0
14305,30,635,2,-1,127,0
14306,53,-391,3,-1,127,0
14309,60,0,3,-1,127,0
14315,48,101,3,-1,127,0
14319,43,0,3,-1,127,0
14322,49,1916,3,-1,127,0
14325,34,344,3,-1,127,0
14332,59,2291,3,-1,127,0
14360,42,-291,2,-1,127,0
14361,49,280,3,-1,127,0
14363,44,3113,2,-1,127,0
14364,34,146,2,-1,127,0
14368,43,1491,3,-1,127,0
14375,50,6739,3,-1,127,0
14379,40,1539,3,-1,127,0
14380,58,327,2,-1,127,0
14392,27,639,3,-1,127,0
14402,31,0,4,-1,127,0
14409,35,31,3,-1,127,0
14416,47,0,2,-1,127,0
14420,39,1068,3,-1,127,0
14425,35,0,3,-1,127,0
14428,53,118,3,-1,127,0
14446,58,409,2,-1,127,0
14450,51,242,4,-1,127,0
14455,31,153,3,-1,127,0
14459,50,2,3,-1,127,0
14462,35,0,4,-1,127,0
14469,36,1580,3,-1,127,0
14470,39,498,4,-1,127,0
14471,39,142,4,-1,127,0
14489,36,-194,3,-1,127,0
14494,29,428,4,-1,127,0
14495,38,-295,3,-1,127,0
14498,35,-870,4,-1,127,0
14501,44,58,3,-1,127,0
14505,48,339,4,-1,127,0
14515,34,-353,4,-1,126,0
14517,33,137,3,-1,126,0
14534,39,1930,3,-1,126,0
14537,60,0,3,-1,126,0
14539,47,0,4,-1,126,0
14544,38,7752,4,-1,126,0
14554,44,100,4,-1,126,0
14557,44,468,2,-1,126,0
14565,29,0,3,-1,126,0
14573,41,1321,2,-1,126,0
14574,42,843,3,-1,126,0
14575,26,27,3,-1,126,0
14578,41,0,4,-1,126,0
14580,46,311,3,-1,126,0
14588,60,20,3,-1,126,0
14590,34,291,4,-1,126,0
14593,42,-178,3,-1,126,0
14595,43,348,3,-1,126,0
14598,38,465,4,-1,126,0
14600,53,4143,3,-1,126,0
14604,42,0,4,-1,126,0
14605,53,38,5,-1,126,0
14616,34,29,5,-1,126,0
14626,29,0,1,-1,126,0
14634,34,0,1,-1,126,0
14637,43,8224,1,-1,126,0
14648,32,222,4,-1,126,0
14654,45,24,3,-1,126,0
14666,38,0,7,-1,126,0
14672,44,4389,4,-1,126,0
14681,53,0,5,-1,126,0
14697,38,340,5,-1,126,0
14702,54,13,2,-1,126,0
14708,36,185,2,-1,126,0
14717,50,2629,4,-1,126,0
14720,58,19,3,-1,126,0
14723,31,0,7,-1,126,0
14734,49,278,6,-1,126,0
14745,37,6014,6,-1,126,0
14746,51,463,4,-1,126,0
14749,43,326,8,-1,126,0
14757,44,345,8,-1,125,0
14758,45,1063,4,-1,125,0
14765,49,0,8,-1,125,0
14773,45,1293,3,-1,125,0
14774,33,346,1,-1,125,0
14776,33,2,1,-1,125,0
14777,28,0,1,-1,125,0
14782,52,92,7,-1,125,0
14783,56,563,1,-1,125,0
14785,51,34,2,-1,125,0
14790,57,7699,1,-1,125,0
14793,31,-230,1,-1,125,0
14795,35,-353,1,-1,125,0
14798,42,422,1,-1,125,0
14799,26,1,1,-1,125,0
14801,36,64,1,-1,125,0
14808,46,327,4,-1,125,0
14819,25,130,1,-1,125,0
14823,51,1605,3,-1,125,0
14830,28,105,1,-1,125,0
14839,37,0,1,-1,125,0
14856,45,96,1,-1,125,0
14878,60,646,2,-1,125,0
14879,47,-4,1,-1,125,0
14884,32,219,1,-1,125,0
14888,34,602,1,-1,125,0
14905,32,1905,2,-1,125,0
14923,45,258,2,-1,125,0
14928,50,1165,1,-1,125,0
14932,40,-839,2,-1,125,0
14934,59,1228,3,-1,125,0
14937,43,5705,2,-1,125,0
14941,58,145,2,-1,125,0
14944,38,3500,4,-1,125,0
14945,32,116,2,-1,125,0
14947,43,381,6,-1,125,0
14950,44,106,6,-1,125,0
14955,36,1305,10,-1,125,0
14963,55,12731,6,-1,125,0
14966,32,-1668,6,-1,125,0
14968,59,-232,2,-1,125,0
14970,39,1238,1,-1,125,0
14971,48,151,1,-1,125,0
14975,42,166,5,-1,125,0
14978,58,91,2,-1,125,0
14990,47,49,7,-1,124,0
14992,42,127,2,-1,124,0
14996,39,167,1,-1,124,0
15012,58,543,3,-1,124,0
15020,34,40,2,-1,124,0
15024,44,10,1,-1,124,0
15026,36,-633,1,-1,124,0
15029,55,119,1,-1,124,0
15031,35,0,5,-1,124,0
15032,37,0,1,-1,124,0
15033,53,0,1,-1,124,0
15044,36,0,1,-1,124,0
15046,52,1426,1,-1,124,0
15049,30,3134,1,-1,124,0
15056,30,4,1,-1,124,0
15057,31,187,1,-1,124,0
15060,46,-154,1,-1,124,0
15065,34,255,10,-1,124,0
15066,39,3760,1,-1,124,0
15069,35,0,5,-1,124,0
15072,30,-44,1,-1,124,0
15073,34,3064,1,-1,124,0
15075,48,461,1,-1,124,0
15080,27,65,1,-1,124,0
15081,25,453,1,-1,124,0
15082,57,443,1,-1,124,0
15083,29,0,1,-1,124,0
15088,31,528,1,-1,124,0
15092,32,118,1,-1,124,0
15095,28,379,1,-1,124,0
15102,31,212,2,-1,124,0
15103,32,1031,1,-1,124,0
15105,42,782,2,-1,124,0
15107,43,587,1,-1,124,0
15108,31,-277,2,-1,124,0
15116,31,2951,1,-1,124,0
15118,47,555,1,-1,124,0
15119,50,216,3,-1,124,0
15127,39,-99,1,-1,124,0
15150,34,1396,1,-1,124,0
15151,29,28,2,-1,124,0
15152,43,255,1,-1,124,0
15158,59,6108,2,-1,124,0
15171,33,70,7,-1,124,0
15173,34,1,3,-1,124,0
15176,33,94,1,-1,124,0
15178,32,0,5,-1,124,0
15180,33,0,7,-1,124,0
15183,49,388,2,-1,124,0
15184,38,2707,3,-1,124,0
15188,35,-67,6,-1,124,0
15191,36,254,5,-1,124,0
15196,32,820,3,-1,124,0
15199,42,388,3,-1,124,0
15209,36,210,2,-1,124,0
15216,45,392,2,-1,124,0
15222,31,294,5,-1,124,0
15224,40,0,3,-1,124,0
15229,34,118,3,-1,124,0
15232,54,364,1,-1,124,0
15239,60,-222,2,-1,124,0
15245,58,1692,5,-1,124,0
15246,27,0,6,-1,124,0
15256,35,449,8,-1,124,0
15258,35,20,3,-1,124,0
15259,56,212,1,-1,124,0
15264,28,858,1,-1,124,0
15275,28,-39,2,-1,123,0
15278,40,5152,2,-1,123,0
15280,34,21,5,-1,123,0
15293,60,0,10,-1,123,0
15303,34,1602,2,-1,123,0
15307,46,238,2,-1,123,0
15309,48,2374,2,-1,123,0
15311,30,502,1,-1,123,0
15312,30,459,1,-1,123,0
15316,45,726,1,-1,123,0
15318,32,454,1,-1,123,0
15320,33,3269,1,-1,123,0
15326,31,1291,1,-1,123,0
15334,47,-185,2,-1,123,0
15336,36,1584,1,-1,123,0
15341,47,26,3,-1,123,0
15343,33,661,1,-1,123,0
15352,31,-367,2,-1,123,0
15357,29,-388,3,-1,123,0
15358,30,-366,1,-1,123,0
15360,29,28,1,-1,123,0
15367,51,23,3,-1,123,0
15370,31,3981,1,-1,123,0
15378,46,505,4,-1,123,0
15380,27,33,1,-1,123,0
15381,39,-234,1,-1,123,0
15383,58,-158,3,-1,123,0
15386,28,5,1,-1,123,0
15390,28,17,1,-1,123,0
15392,41,138,3,-1,123,0
15402,52,2133,1,-1,123,0
15403,51,0,3,-1,123,0
15404,48,2392,5,-1,123,0
15406,48,1583,2,-1,123,0
15424,36,16,4,-1,123,0
15429,53,530,4,-1,123,0
15436,44,236,3,-1,123,0
15441,57,137,7,-1,123,0
15443,28,24,2,-1,123,0
15444,34,99,1,-1,123,0
15450,49,246,5,-1,123,0
15453,37,35,3,-1,123,0
15456,57,1218,6,-1,123,0
15464,33,1393,3,-1,123,0
15465,29,242,4,-1,123,0
15476,59,0,4,-1,123,0
15477,51,941,6,-1,123,0
15478,39,-421,17,-1,123,0
15481,26,0,6,-1,123,0
15493,37,2580,3,-1,123,0
15498,29,480,2,-1,123,0
15506,31,212,3,-1,123,0
15507,34,1927,2,-1,123,0
15517,29,788,2,-1,123,0
15518,33,2617,2,-1,123,0
15520,32,2341,1,-1,123,0
15522,31,0,4,-1,123,0
15523,34,45,3,-1,123,0
15533,42,1736,2,-1,120,0
15534,44,582,2,-1,120,0
15539,28,319,2,-1,120,0
15550,51,1752,8,-1,120,0
15557,54,1295,10,-1,120,0
15563,26,345,4,-1,120,0
15564,26,49,3,-1,120,0
15567,25,1078,2,-1,120,0
15569,36,0,7,-1,120,0
15570,44,242,4,-1,120,0
15576,41,98,6,-1,120,0
15580,32,648,1,-1,120,0
15583,56,21,3,-1,120,0
15588,31,1951,2,-1,120,0
15595,47,1229,20,-1,120,0
15607,32,1806,4,-1,120,0
15610,39,1048,1,-1,120,0
15612,31,-64,1,-1,120,0
15616,55,647,4,-1,120,0
15624,31,5691,1,-1,120,0
15640,30,-114,2,-1,120,0
15641,33,78,1,-1,120,0
15647,32,0,1,-1,120,0
15651,31,0,4,-1,120,0
15656,27,15,1,-1,120,0
15658,28,47,3,-1,120,0
15660,37,0,2,-1,120,0
15662,44,0,1,-1,120,0
15664,60,380,1,-1,120,0
15675,25,64,11,-1,120,0
15677,34,130,1,-1,120,0
15681,35,-86,1,-1,120,0
15689,44,2422,2,-1,120,0
15696,29,107,1,-1,120,0
15705,40,1005,1,-1,120,0
15706,33,75,4,-1,120,0
15707,49,351,2,-1,120,0
15708,32,64,3,-1,120,0
15717,49,503,1,-1,120,0
15726,32,2196,1,-1,120,0
15735,31,-498,1,-1,120,0
15736,58,9004,4,-1,120,0
15747,43,1625,1,-1,120,0
15752,26,609,1,-1,120,0
15758,57,4,1,-1,120,0
15759,53,28,1,-1,120,0
15761,51,2704,1,-1,120,0
15765,46,19,1,-1,120,0
15767,48,0,1,-1,120,0
15782,33,0,1,-1,120,0
15784,57,687,3,-1,120,0
15788,38,-397,9,-1,120,0
15814,42,55,1,-1,120,0
15822,47,2105,1,-1,120,0
15824,28,6567,1,-1,120,0
15849,57,688,2,-1,120,0
15850,55,57,2,-1,120,0
15877,44,26,10,-1,120,0
15878,33,1,8,-1,120,0
15886,25,79,28,-1,120,0
15896,42,1043,3,-1,120,0
15899,47,236,2,-1,119,0
15900,33,0,8,-1,119,0
15904,32,4344,3,-1,119,0
15905,38,45,4,-1,119,0
15910,33,-149,3,-1,119,0
15913,40,939,3,-1,119,0
